Instancia,Algoritmo,Seed,Mejor Distancia,Tiempo (s),GAP (%),Mejor Tour,Historial,pop_size,pm,pc,elitism_k,iterations
berlin52,GA_tune_7,42,9069.331728662386,2.1769542694091797,20.251017351662504,"[46, 44, 1, 35, 34, 40, 15, 6, 4, 43, 33, 11, 51, 12, 27, 52, 14, 13, 47, 26, 28, 25, 48, 24, 5, 38, 37, 39, 36, 49, 22, 32, 45, 19, 9, 10, 8, 41, 3, 18, 31, 17, 21, 42, 2, 7, 30, 29, 23, 20, 50, 16]","[np.float64(25578.13842188685), np.float64(25371.34262858815), np.float64(24274.84152303096), np.float64(23901.976217213884), np.float64(23627.14631275523), np.float64(21254.593423357153), np.float64(21048.867176601496), np.float64(21048.867176601496), np.float64(20805.966731943266), np.float64(20364.305926380905), np.float64(20364.305926380905), np.float64(20364.305926380905), np.float64(20342.035221655795), np.float64(19848.91472731244), np.float64(19809.05650241798), np.float64(18430.932092297197), np.float64(17975.08109157517), np.float64(17975.08109157517), np.float64(17427.074136074352), np.float64(17427.074136074352), np.float64(17014.27058128128), np.float64(16972.260747293276), np.float64(16703.094762413624), np.float64(16074.919809840465), np.float64(16074.919809840465), np.float64(14841.061739560528), np.float64(14841.061739560528), np.float64(14682.881773762825), np.float64(14682.881773762825), np.float64(14519.389433741213), np.float64(14181.624862097271), np.float64(14181.624862097271), np.float64(13793.999364410558), np.float64(13691.47068467451), np.float64(13098.087820222237), np.float64(13098.087820222237), np.float64(13030.032868901922), np.float64(12999.65459456913), np.float64(12532.868241560045), np.float64(12532.868241560045), np.float64(12532.868241560045), np.float64(12532.868241560043), np.float64(12532.868241560043), np.float64(12532.868241560043), np.float64(12503.556257680646), np.float64(12503.556257680646), np.float64(12503.556257680646), np.float64(12392.900256306146), np.float64(12392.900256306146), np.float64(12392.900256306146), np.float64(12374.380777960538), np.float64(12374.380777960538), np.float64(12166.331712654117), np.float64(12166.331712654117), np.float64(12166.331712654117), np.float64(12162.280036557087), np.float64(12056.101643303067), np.float64(12056.101643303067), np.float64(12056.101643303067), np.float64(11961.147622955996), np.float64(11961.147622955996), np.float64(11938.719963810461), np.float64(11938.71996381046), np.float64(11938.71996381046), np.float64(11847.348426543189), np.float64(11746.759161208332), np.float64(11746.759161208332), np.float64(11455.914464607444), np.float64(11097.832502578953), np.float64(11097.832502578953), np.float64(11097.832502578953), np.float64(11097.832502578953), np.float64(11097.832502578953), np.float64(11097.832502578953), np.float64(11097.832502578953), np.float64(11097.832502578953), np.float64(11097.832502578953), np.float64(10822.463892076685), np.float64(10822.463892076685), np.float64(10822.463892076685), np.float64(10822.463892076685), np.float64(10814.366377245622), np.float64(10814.366377245622), np.float64(10725.055318664668), np.float64(10695.137357959808), np.float64(10695.137357959808), np.float64(10447.713120227701), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10439.61560539664), np.float64(10402.236733558499), np.float64(10402.236733558499), np.float64(10402.236733558499), np.float64(10402.236733558499), np.float64(10402.236733558499), np.float64(10286.871960841914), np.float64(10286.871960841914), np.float64(10122.809628392302), np.float64(10122.809628392302), np.float64(10122.809628392302), np.float64(10118.287358793457), np.float64(10118.287358793457), np.float64(10118.287358793457), np.float64(10055.32595181062), np.float64(10055.32595181062), np.float64(10055.32595181062), np.float64(10055.32595181062), np.float64(10055.32595181062), np.float64(9955.395569754108), np.float64(9955.395569754108), np.float64(9950.104553723882), np.float64(9950.104553723882), np.float64(9950.104553723882), np.float64(9892.434162771271), np.float64(9892.434162771271), np.float64(9892.434162771271), np.float64(9892.434162771271), np.float64(9790.00349349939), np.float64(9790.00349349939), np.float64(9790.003493499387), np.float64(9790.003493499387), np.float64(9790.003493499387), np.float64(9790.003493499387), np.float64(9790.003493499387), np.float64(9790.003493499387), np.float64(9790.003493499387), np.float64(9790.003493499387), np.float64(9790.003493499387), np.float64(9790.003493499387), np.float64(9769.99159486865), np.float64(9769.99159486865), np.float64(9769.99159486865), np.float64(9769.99159486865), np.float64(9748.242619501632), np.float64(9748.242619501632), np.float64(9748.242619501632), np.float64(9748.242619501632), np.float64(9748.242619501632), np.float64(9748.242619501632), np.float64(9745.00268241521), np.float64(9745.00268241521), np.float64(9720.352767990451), np.float64(9720.352767990451), np.float64(9720.352767990451), np.float64(9706.277052175148), np.float64(9706.277052175148), np.float64(9706.277052175148), np.float64(9706.277052175148), np.float64(9706.277052175148), np.float64(9706.277052175148), np.float64(9567.755881385683), np.float64(9468.028310651338), np.float64(9468.028310651338), np.float64(9468.028310651338), np.float64(9468.028310651338), np.float64(9468.028310651338), np.float64(9468.028310651338), np.float64(9468.028310651338), np.float64(9455.112575735995), np.float64(9455.112575735995), np.float64(9455.112575735995), np.float64(9455.112575735995), np.float64(9432.663161266275), np.float64(9432.663161266275), np.float64(9417.868290216515), np.float64(9417.868290216515), np.float64(9417.868290216515), np.float64(9417.868290216515), np.float64(9417.868290216513), np.float64(9417.868290216513), np.float64(9417.868290216513), np.float64(9397.687709461052), np.float64(9397.687709461052), np.float64(9397.687709461052), np.float64(9397.687709461052), np.float64(9397.687709461052), np.float64(9397.687709461052), np.float64(9397.687709461052), np.float64(9169.14232543891), np.float64(9169.14232543891), np.float64(9169.14232543891), np.float64(9169.14232543891), np.float64(9139.922931213714), np.float64(9069.331728662386), np.float64(9069.331728662386), np.float64(9069.331728662386)]",100,0.1,0.95,2,200
berlin52,GA_tune_7,43,8485.45588323502,1.799846887588501,12.509359364028366,"[17, 21, 42, 7, 2, 30, 23, 50, 20, 29, 16, 44, 46, 4, 6, 24, 48, 25, 12, 28, 27, 47, 26, 13, 14, 52, 11, 51, 33, 43, 15, 5, 40, 38, 37, 39, 36, 34, 35, 49, 32, 45, 19, 8, 10, 9, 41, 22, 1, 31, 18, 3]","[np.float64(25603.56416817617), np.float64(25276.76419547054), np.float64(25081.92888064716), np.float64(24564.076286717842), np.float64(24203.30479410532), np.float64(22914.832015980286), np.float64(22322.769520378937), np.float64(21437.55097358219), np.float64(21043.700191260723), np.float64(21043.700191260723), np.float64(20527.947308684023), np.float64(19729.681605216098), np.float64(19449.980283339843), np.float64(19274.93786616635), np.float64(18785.324736583894), np.float64(18785.324736583894), np.float64(18746.92089558291), np.float64(18169.912647618683), np.float64(17701.543303449136), np.float64(17678.223758464796), np.float64(16652.380490242165), np.float64(16652.380490242165), np.float64(16652.380490242165), np.float64(16652.380490242165), np.float64(16652.380490242165), np.float64(16520.926664305465), np.float64(16520.926664305465), np.float64(15955.665124423096), np.float64(15955.665124423096), np.float64(15955.665124423096), np.float64(15760.82823102232), np.float64(15760.82823102232), np.float64(15760.82823102232), np.float64(15409.002578416568), np.float64(15409.002578416568), np.float64(15409.002578416568), np.float64(15409.002578416568), np.float64(15152.945956561833), np.float64(15098.604364624067), np.float64(15030.167713648532), np.float64(14877.304383258488), np.float64(14877.304383258488), np.float64(14877.304383258488), np.float64(14827.468752661953), np.float64(14827.468752661953), np.float64(14299.46964473153), np.float64(14235.432698551793), np.float64(14179.739453125636), np.float64(14179.739453125636), np.float64(14090.016905206003), np.float64(14047.028284533184), np.float64(13978.670015811818), np.float64(13978.670015811818), np.float64(13978.670015811818), np.float64(13933.764587611564), np.float64(13319.042357937906), np.float64(13319.042357937906), np.float64(13319.042357937906), np.float64(13319.042357937906), np.float64(13179.623689491485), np.float64(13179.623689491485), np.float64(13009.450160791164), np.float64(13009.450160791164), np.float64(12731.679025461432), np.float64(12414.800862152188), np.float64(12341.647196211752), np.float64(12341.647196211752), np.float64(12286.686062788676), np.float64(12286.686062788676), np.float64(12286.686062788676), np.float64(11712.622346220562), np.float64(11712.622346220562), np.float64(11712.622346220562), np.float64(11712.622346220562), np.float64(11677.761070626466), np.float64(11583.915721310615), np.float64(11251.701382558687), np.float64(11243.16669347395), np.float64(11243.16669347395), np.float64(11118.363209798394), np.float64(11065.833983589326), np.float64(10879.95602930765), np.float64(10879.95602930765), np.float64(10849.246069612554), np.float64(10849.24606961255), np.float64(10849.24606961255), np.float64(10805.474023092484), np.float64(10769.966844677901), np.float64(10709.971875252593), np.float64(10594.833853748292), np.float64(10594.833853748292), np.float64(10594.833853748292), np.float64(10594.833853748292), np.float64(10560.509191537514), np.float64(10534.378158672138), np.float64(10534.378158672138), np.float64(10527.790311922778), np.float64(10400.265502738972), np.float64(10400.265502738972), np.float64(10311.252990486262), np.float64(10311.252990486262), np.float64(10311.252990486262), np.float64(10256.734793090769), np.float64(10243.80814092502), np.float64(10243.80814092502), np.float64(10204.991621948822), np.float64(10204.991621948822), np.float64(10204.991621948822), np.float64(9727.161018446799), np.float64(9727.161018446799), np.float64(9727.161018446799), np.float64(9727.161018446799), np.float64(9727.161018446799), np.float64(9727.161018446799), np.float64(9599.973794227262), np.float64(9599.973794227262), np.float64(9599.973794227257), np.float64(9599.973794227257), np.float64(9599.973794227257), np.float64(9599.973794227257), np.float64(9599.973794227257), np.float64(9512.55189792968), np.float64(9512.55189792968), np.float64(9512.55189792968), np.float64(9512.55189792968), np.float64(9499.557083516605), np.float64(9472.689626035715), np.float64(9472.689626035715), np.float64(9432.853258044468), np.float64(9345.431361746889), np.float64(9345.431361746889), np.float64(9302.336957177455), np.float64(9302.336957177455), np.float64(9302.336957177455), np.float64(9302.336957177455), np.float64(9302.336957177455), np.float64(9302.336957177455), np.float64(9302.336957177455), np.float64(9170.322259440303), np.float64(9170.322259440303), np.float64(9170.322259440303), np.float64(9170.322259440303), np.float64(9143.549945439534), np.float64(9143.549945439534), np.float64(9143.549945439534), np.float64(9143.549945439534), np.float64(9143.549945439534), np.float64(8784.80063515725), np.float64(8784.80063515725), np.float64(8784.80063515725), np.float64(8784.80063515725), np.float64(8784.80063515725), np.float64(8767.48622890474), np.float64(8767.48622890474), np.float64(8767.48622890474), np.float64(8767.48622890474), np.float64(8753.183380869772), np.float64(8753.183380869772), np.float64(8753.183380869772), np.float64(8753.183380869772), np.float64(8753.183380869772), np.float64(8753.183380869772), np.float64(8753.183380869772), np.float64(8746.260207880705), np.float64(8746.260207880705), np.float64(8746.260207880705), np.float64(8746.260207880705), np.float64(8688.877427513069), np.float64(8688.877427513069), np.float64(8688.877427513069), np.float64(8642.341005192184), np.float64(8642.341005192184), np.float64(8642.341005192184), np.float64(8642.341005192184), np.float64(8642.341005192182), np.float64(8597.217376367746), np.float64(8597.217376367746), np.float64(8597.217376367746), np.float64(8597.217376367746), np.float64(8597.217376367746), np.float64(8597.217376367746), np.float64(8597.217376367746), np.float64(8597.217376367746), np.float64(8597.217376367746), np.float64(8597.217376367746), np.float64(8597.217376367746), np.float64(8579.335444978115), np.float64(8579.335444978115), np.float64(8579.335444978115), np.float64(8579.335444978115), np.float64(8579.335444978115), np.float64(8579.335444978115), np.float64(8579.335444978115), np.float64(8579.335444978115), np.float64(8555.912140138998), np.float64(8555.912140138998), np.float64(8508.879188074134), np.float64(8508.879188074134), np.float64(8508.879188074134), np.float64(8485.45588323502)]",100,0.1,0.95,2,200
berlin52,GA_tune_7,44,8945.96953765073,1.8069665431976318,18.615347887174885,"[13, 14, 52, 11, 51, 25, 6, 15, 38, 24, 37, 4, 33, 43, 40, 39, 36, 34, 35, 49, 18, 31, 22, 1, 32, 45, 10, 9, 8, 41, 19, 3, 17, 21, 42, 7, 2, 30, 23, 20, 50, 29, 16, 44, 46, 48, 5, 12, 28, 26, 47, 27]","[np.float64(24765.91554196067), np.float64(24765.91554196067), np.float64(23743.362120398404), np.float64(23743.362120398404), np.float64(22708.144282055793), np.float64(22519.43210743325), np.float64(21978.795385005265), np.float64(21907.740782645917), np.float64(21907.740782645917), np.float64(21400.10523944063), np.float64(20968.616136369776), np.float64(19198.631640244163), np.float64(19198.631640244163), np.float64(19186.026489525055), np.float64(18870.367437143483), np.float64(18425.800102164456), np.float64(18425.800102164456), np.float64(17924.3597771966), np.float64(17791.687104948745), np.float64(17361.63850739448), np.float64(17182.53615245743), np.float64(17172.428370846395), np.float64(16890.89600411342), np.float64(16890.89600411342), np.float64(16890.89600411342), np.float64(16235.074955899529), np.float64(16235.074955899529), np.float64(16235.074955899529), np.float64(16235.074955899529), np.float64(16235.074955899529), np.float64(16235.074955899529), np.float64(15914.568832986364), np.float64(15914.568832986364), np.float64(15329.362784680829), np.float64(15329.362784680829), np.float64(15329.362784680829), np.float64(15180.118278624941), np.float64(14681.99795593688), np.float64(14681.99795593688), np.float64(14681.99795593688), np.float64(14352.102259976175), np.float64(14352.102259976175), np.float64(14352.102259976175), np.float64(14352.102259976175), np.float64(14084.357942010489), np.float64(13650.039060816074), np.float64(13650.039060816072), np.float64(13650.039060816072), np.float64(13650.039060816072), np.float64(13650.039060816072), np.float64(13650.039060816072), np.float64(13650.039060816072), np.float64(13650.039060816072), np.float64(13462.176763848676), np.float64(13268.816487206572), np.float64(13268.816487206572), np.float64(13187.65435524603), np.float64(13187.65435524603), np.float64(13187.65435524603), np.float64(13089.068362531785), np.float64(13089.068362531785), np.float64(13006.106165383013), np.float64(13006.106165383013), np.float64(13006.106165383013), np.float64(12913.187917255504), np.float64(12913.187917255504), np.float64(12913.187917255504), np.float64(12562.580689579827), np.float64(12562.580689579827), np.float64(12562.580689579827), np.float64(12562.580689579827), np.float64(12562.580689579827), np.float64(12562.580689579827), np.float64(12562.580689579827), np.float64(12450.63950390508), np.float64(12450.63950390508), np.float64(12375.958817432887), np.float64(12375.958817432887), np.float64(12305.673219418411), np.float64(12303.396749958198), np.float64(12254.102626892913), np.float64(12205.870603222205), np.float64(12205.870603222205), np.float64(12147.079402986334), np.float64(12147.079402986334), np.float64(12113.631240657965), np.float64(12011.969634068155), np.float64(12011.969634068155), np.float64(12011.969634068155), np.float64(12011.969634068155), np.float64(12011.969634068155), np.float64(11825.919931788987), np.float64(11676.333908475523), np.float64(11676.333908475523), np.float64(11676.333908475523), np.float64(11612.70097747268), np.float64(11522.006503286519), np.float64(11522.006503286519), np.float64(11405.83467171221), np.float64(11405.834671712208), np.float64(11405.834671712208), np.float64(11405.834671712208), np.float64(11405.834671712208), np.float64(11381.360043939576), np.float64(11381.360043939576), np.float64(11292.000450827743), np.float64(10789.534515096862), np.float64(10788.90152766511), np.float64(10788.901527665106), np.float64(10788.901527665106), np.float64(10737.191340089446), np.float64(10688.682499718592), np.float64(10688.682499718592), np.float64(10688.682499718592), np.float64(10652.057190450028), np.float64(10652.057190450028), np.float64(10447.788483976823), np.float64(10447.788483976823), np.float64(10447.788483976823), np.float64(10447.788483976823), np.float64(10447.788483976821), np.float64(10447.788483976821), np.float64(10447.788483976821), np.float64(10447.788483976821), np.float64(10447.788483976821), np.float64(10447.788483976821), np.float64(10447.788483976821), np.float64(10272.449473518875), np.float64(10272.449473518875), np.float64(10272.449473518875), np.float64(10218.063311067415), np.float64(10218.063311067415), np.float64(10218.063311067415), np.float64(10218.063311067415), np.float64(10218.063311067415), np.float64(10218.063311067415), np.float64(10218.063311067415), np.float64(10218.063311067415), np.float64(10218.063311067415), np.float64(10218.063311067415), np.float64(10179.252069121669), np.float64(10057.884037740134), np.float64(10057.884037740134), np.float64(9984.712464751101), np.float64(9984.712464751101), np.float64(9984.712464751101), np.float64(9984.712464751101), np.float64(9984.712464751101), np.float64(9984.712464751101), np.float64(9955.843638194294), np.float64(9935.083160754953), np.float64(9935.083160754953), np.float64(9935.083160754953), np.float64(9935.083160754953), np.float64(9917.494451980832), np.float64(9917.494451980832), np.float64(9849.99073734848), np.float64(9849.99073734848), np.float64(9811.64155113502), np.float64(9811.64155113502), np.float64(9811.64155113502), np.float64(9811.64155113502), np.float64(9811.64155113502), np.float64(9583.614789692598), np.float64(9290.700700155425), np.float64(9184.847799309613), np.float64(9184.847799309613), np.float64(9184.847799309613), np.float64(9184.847799309613), np.float64(9059.957482797197), np.float64(9059.957482797197), np.float64(9059.957482797197), np.float64(9059.957482797197), np.float64(9059.957482797196), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(9038.453120795486), np.float64(8977.68585900624), np.float64(8977.68585900624), np.float64(8945.96953765073), np.float64(8945.96953765073), np.float64(8945.96953765073), np.float64(8945.96953765073), np.float64(8945.96953765073), np.float64(8945.96953765073), np.float64(8945.96953765073), np.float64(8945.96953765073), np.float64(8945.96953765073), np.float64(8945.96953765073), np.float64(8945.96953765073), np.float64(8945.96953765073)]",100,0.1,0.95,2,200
