Instancia,Algoritmo,Seed,Mejor Distancia,Tiempo (s),GAP (%),Mejor Tour,Historial,num_ants,alpha,beta,rho,iterations
berlin52,ACO_tune_3,42,7883.722910654831,3.5818839073181152,4.530932254771031,"[23, np.int64(20), np.int64(50), np.int64(16), np.int64(29), np.int64(46), np.int64(44), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(40), np.int64(37), np.int64(38), np.int64(48), np.int64(24), np.int64(5), np.int64(15), np.int64(6), np.int64(4), np.int64(25), np.int64(12), np.int64(28), np.int64(27), np.int64(26), np.int64(47), np.int64(13), np.int64(14), np.int64(52), np.int64(11), np.int64(51), np.int64(33), np.int64(43), np.int64(10), np.int64(9), np.int64(8), np.int64(41), np.int64(19), np.int64(45), np.int64(32), np.int64(49), np.int64(1), np.int64(22), np.int64(31), np.int64(18), np.int64(3), np.int64(17), np.int64(21), np.int64(30), np.int64(42), np.int64(7), np.int64(2)]","[np.float64(9799.699829996736), np.float64(9544.814611139625), np.float64(9544.814611139625), np.float64(8289.72517834475), np.float64(8289.72517834475), np.float64(8289.72517834475), np.float64(8155.902736801117), np.float64(8155.902736801117), np.float64(8155.902736801117), np.float64(8155.902736801117), np.float64(8022.216663512725), np.float64(8022.216663512725), np.float64(8022.216663512725), np.float64(8022.216663512725), np.float64(8022.216663512725), np.float64(8022.216663512725), np.float64(8022.216663512725), np.float64(7906.0048289763745), np.float64(7906.0048289763745), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831), np.float64(7883.722910654831)]",20,1.0,5.0,0.3,50
berlin52,ACO_tune_3,43,7900.407853407695,3.259518623352051,4.752159286763395,"[3, np.int64(18), np.int64(31), np.int64(21), np.int64(23), np.int64(20), np.int64(50), np.int64(16), np.int64(46), np.int64(44), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(40), np.int64(37), np.int64(38), np.int64(48), np.int64(24), np.int64(5), np.int64(15), np.int64(6), np.int64(4), np.int64(25), np.int64(12), np.int64(28), np.int64(27), np.int64(26), np.int64(47), np.int64(13), np.int64(14), np.int64(52), np.int64(11), np.int64(51), np.int64(33), np.int64(43), np.int64(10), np.int64(9), np.int64(8), np.int64(41), np.int64(19), np.int64(45), np.int64(32), np.int64(49), np.int64(1), np.int64(22), np.int64(29), np.int64(30), np.int64(42), np.int64(7), np.int64(2), np.int64(17)]","[np.float64(8935.473459476847), np.float64(8924.544485603463), np.float64(8870.551662030726), np.float64(8779.488881716326), np.float64(8472.189001885741), np.float64(8472.189001885741), np.float64(8399.479123942725), np.float64(8399.479123942725), np.float64(8399.479123942725), np.float64(8399.479123942725), np.float64(8399.479123942725), np.float64(8342.831435321112), np.float64(8342.831435321112), np.float64(8342.831435321112), np.float64(8342.831435321112), np.float64(8342.831435321112), np.float64(8280.156911849568), np.float64(8280.156911849568), np.float64(8280.156911849568), np.float64(8226.850393918367), np.float64(8226.850393918367), np.float64(8226.850393918367), np.float64(8226.850393918367), np.float64(8226.850393918367), np.float64(8226.850393918367), np.float64(8226.850393918367), np.float64(8188.259189161579), np.float64(8177.954276210969), np.float64(8130.835581690759), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7972.2729657905), np.float64(7900.407853407695), np.float64(7900.407853407695), np.float64(7900.407853407695), np.float64(7900.407853407695), np.float64(7900.407853407695), np.float64(7900.407853407695), np.float64(7900.407853407695), np.float64(7900.407853407695), np.float64(7900.407853407695)]",20,1.0,5.0,0.3,50
berlin52,ACO_tune_3,44,7681.453656252581,2.8751935958862305,1.849027529204202,"[30, np.int64(23), np.int64(20), np.int64(50), np.int64(16), np.int64(29), np.int64(46), np.int64(44), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(40), np.int64(38), np.int64(37), np.int64(48), np.int64(24), np.int64(5), np.int64(15), np.int64(6), np.int64(4), np.int64(25), np.int64(12), np.int64(28), np.int64(27), np.int64(26), np.int64(47), np.int64(13), np.int64(14), np.int64(52), np.int64(11), np.int64(51), np.int64(33), np.int64(43), np.int64(10), np.int64(9), np.int64(8), np.int64(41), np.int64(19), np.int64(45), np.int64(32), np.int64(49), np.int64(1), np.int64(22), np.int64(31), np.int64(18), np.int64(3), np.int64(17), np.int64(21), np.int64(42), np.int64(7), np.int64(2)]","[np.float64(8957.742735190726), np.float64(8653.78562368121), np.float64(8653.78562368121), np.float64(8653.78562368121), np.float64(8444.273830251632), np.float64(8444.273830251632), np.float64(8186.683612993897), np.float64(8186.683612993897), np.float64(8186.683612993897), np.float64(8186.683612993897), np.float64(8186.683612993897), np.float64(8186.683612993897), np.float64(8186.683612993897), np.float64(8186.683612993897), np.float64(8186.683612993897), np.float64(8186.683612993897), np.float64(7964.734259396059), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581), np.float64(7681.453656252581)]",20,1.0,5.0,0.3,50
